file_name,transcription
74.mp3,some tour guide who will want to set maximum security make tour difficult because you will only have a wonderful view throught the bus . 
75.mp3,Because the fashional culture has been changed . 
76.mp3,actually that was so unstable trip . 
77.mp3,It is obvious that after returning i was tired and the night is meant to sleep ! . 
78.mp3,"Nowadays , we need a person who are capable of all sorts of works . "
79.mp3,"Finally , fish farming relates to long term wastefulness whcih can pollute the sea . "
80.mp3,Establishing connections with other researchers will open the door for new projects with other researchers . 
81.mp3,Now I have outstanding scores . 
82.mp3,He knows that there is no return in his help to others . 
83.mp3,"Furthermore , my friends who are nineteen years old , drive their own car , and they would like to buy always another one . "
84.mp3,"As the cities were smallers , it was less violence , noise , traffic ... "
85.mp3,There can not be no bothering and no hazzle . 
86.mp3,Even though he knows the advertisement is unreal or looks to pretty he is going to buy the product . 
87.mp3,These are several opposing points I observed between lecture and passage . 
88.mp3,"Even though she does not have job , she also need car to use pick up her kids or go shopping . "
89.mp3,"In early industry , a lot of warker worked together . "
90.mp3,It kept Anasazi from living in American Southwest by very high temparture ; it caused droughts . 
91.mp3,I have several reason to support my choice . 
92.mp3,Because one time you get success and next time will why not ? 
93.mp3,"While at university , he might specialize in a subject , while still taking a number of diverse other courses . "
94.mp3,Now we have all information around us . 
95.mp3,Both of these men have dealed with situations in an unconventional manner and the results are with everyone to see . 
96.mp3,this shall effect in exams . 
97.mp3,"Moreover , take risks teaches you to accept both winning and losing , that is the most important lesson one should learn in order to achieve any kind of objective . "
98.mp3,"I would like to initiate , myself , whatever I do on my trip to get much out of my trip . "
99.mp3,"However , one student pointed out my mistakes . "
100.mp3,"It 's normal : propose something to the client and construct something different , is the best way ( and it 's legal ! ! ! ! ! ! ! ! ! ) "
101.mp3,this is how we are transforming our society at the present days The actual fact of being against this statement is that we are looking what we want at the moment in order to have a great time . 
102.mp3,"Not only this , without a clear understanding of what is being taught , the student would not be able to perform well in the tests . "
103.mp3,"for example : a man whose hobbies is playing football , he must want to play the ball day until night and night until day again . "
104.mp3,At least I do in my consulting job . 
105.mp3,"Although the few lucky ones struck gold , most of the people simply vanished as they left their homes , only to be forgotten , and some of them even developed obsessions for the western mirage . "
106.mp3,"And like the citizens of the developed countries , these people want to possess cars themselves . "
107.mp3,we grip on many subject we get ample exopsure greatly and easily . 
108.mp3,"But on the other hand ther is also people that is often convinced by the interesting advertisements they see everywhere , becuase of this many times they have to face problems with the product that they bought and many times ther is no way to give back that product . "
109.mp3,"They take responsible the future of their society and the results , it can the most helpful thing for society . "
110.mp3,So the conclusion is clear . 
111.mp3,and you can change your views and ideas but you can not change ypu fact . 
112.mp3,An old person has to give way to a younger one no matter whether he likes it or not . 
113.mp3,Ever increasing competancy rates force them into frequent business model changes for a compatible trasisional flexibility . 
114.mp3,"However , this reading passage casts douts on the speaker 's mention . "
115.mp3,"However , all of them are limited . "
116.mp3,That is what it gives us a lot of opportunity to think . 
117.mp3,"The placebo effect is not illusion but the real , so the drug was effected the placebo effect . "
118.mp3,"When I go to travel to see something I want , we do not know about when it is open or close even though I study before , it might be suddenly close . "
119.mp3,Its cost is half than other but lifecycle is the same . 
120.mp3,"What we do now , we will able to do later . "
121.mp3,"According to me , there are two kind of studies : the ones highly technical and the others . "
122.mp3,"Thus , we begin to share a information and ask own 's weaker subject . "
123.mp3,"For example , in 2 0 0 6 world cup form Germany , as many conch wanna term work . "
124.mp3,Many Scientists obtained clear results of investigations after the facts were on the table before they could even began to theorise about them . 
125.mp3,This will give rise to a holistic understanding . 
126.mp3,They want to make people understend thet dhe product is the best and really you can trust on it . 
127.mp3,There can be any other theories about migrating reason and about the methods of migrating . 
128.mp3,"Thus , the environmental issue will push more people to consider another way to commute instead of driving a car . "
129.mp3,"On the other hand , he /she can continue doing what they do well and hope to be noticed . "
130.mp3,"Video is convenient , but , if teachers concern about students , so using texetbooks gives good ability for students . "
131.mp3,"They tend to restrict traffic in certain days , hours , increasing parking fees , etc . "
132.mp3,For instance we can consider that evolution exists . 
133.mp3,So depending on the study it would be better oin way or the other one the thing is to choose the right one . 
134.mp3,I am really sorry to continue like this but right now i am taking the test in a room with 5 more person other than me and we all are taking the test with the computer . 
135.mp3,In my opinion it is dependend on particular person . 
136.mp3,Many people killed by car . 
137.mp3,Global warming and green house effects had started recently . 
138.mp3,"Examples : If the good skill people do some thing wrong ways and they got good respond like thife , robber , stolen , criminal and make problems to another people . "
139.mp3,for example when we talk about speed they must anderstand why it is dengures is beteer than if they have axcedant after that they learn . 
140.mp3,Therefore peaple will be able to live with the automobile sosiety and the nature for the future . 
141.mp3,"Then , how about if the talkkative explains the project errounuosly ? "
142.mp3,"One car should be used by three persons , so it is hoped will lessen the number of car during the busy hour . "
143.mp3,And they can make a products and sell it cheaper than most countries . 
144.mp3,"Marco Polo used Persian langage , not Chinese or Mongolian . "
145.mp3,this is because of their knowledge on many subjects . 
146.mp3,"The industry of the fish affect this animals because , this companies used the fish in the elaboration of diferents foods lke oil . "
147.mp3,therefore I brougth a car imidiatly . 
148.mp3,"Although the weatherrealted factors could be considered , such as the land shape of the area . "
149.mp3,The one of the reason that the fish is important is the fish can be a important bay for livestock and poultry . 
150.mp3,Once the policy mention in the reading passage . 
151.mp3,"Such unwritten law is very furious , but our world is the furious . "
152.mp3,Also the youth have less mental pressure . 
153.mp3,Think about creates a fire break . 
154.mp3,"finally the third cause that birds use a type of internal compass , birds have crystals of the mineral magetite embedded in their break . "
155.mp3,If the teacher teach them that they will go to study about that . 
156.mp3,"Just searching the internet , and we will find out what we want , no matter how books will stimulated our imagination and how high quality the book it is . "
157.mp3,in one case for example the copper scroll notes merely that treasure is hidden in the avivinity of a cretain river . 
158.mp3,In this case student learn a concept and it is possible to use in other fields . 
159.mp3,This way is the cheapest way for people to have a trip . 
160.mp3,The lecture says it is more important to provide enough fishes to people . 
161.mp3,"Futhermore , a tour guide will also provide safety and security for the travel , since they know already the do 's and don'ts in the tour . "
162.mp3,On the other hand each academic field needs specialists in order to progress . 
163.mp3,Which caused her situation to be worse . 
164.mp3,For example one man is a football club fans . 
165.mp3,"By using new things , which is usually is un known for them and it includes risk with it . "
166.mp3,"You can see that inmany books , news , newspaper , TV , computer . "
167.mp3,"When many people were very young , they must have mang time to learn knowlegable , They donnot have much time to enjoy life as much as posssbale . "
168.mp3,"This arguement is not only true now , it is since ages , i want to talk on a live example of Sir . "
169.mp3,Last one is they have to study about disease which means that will be save . 
170.mp3,The consumers also know how advertisemnets are . 
171.mp3,-Learn ! 
172.mp3,There are very successful politicians that never tried somthing new . 
173.mp3,You can become smarter than the other people . 
174.mp3,"In my opinion , this statement is groundless and the youngsters today do contribute to their communities to a great extent . "
175.mp3,And now because of this man i am writing my essay by computer . 
176.mp3,"Therfore , we have to reduced sulfur and nitrogen dioxide . "
177.mp3,Most of the the things I hear are not true . 
178.mp3,"I think it is very hard to distribute the point and to make every one to understand , because when few poeple started to do so , they would think it is not fair at all , they are the few who are suffering , other people cannot get it and continue doing the same thing , it just make those people thinks stupid . "
179.mp3,"Maybe at the beginning , but time after timer other animals in the inviroment will choose them as their new food . "
180.mp3,"The older man would prefer to enjoy all the time he has , remembering that we live only once . "
181.mp3,The scraping will causes heat and that heat(energy) will go into the car . 
182.mp3,You will face huge difficulties in life if you dont know at least something from every subject . 
183.mp3,Younger generation are more adaptable thus they can adapt to changing technology . 
184.mp3,"That is why i m here , to be ready for my education , that is , to be specialized in one specific subject that i would like to learn in every details . "
185.mp3,Furethermore the professor denies the reading passage which states that treasure does not exsit and it is just fiction . 
186.mp3,I chose law and began to study everything about italian law . 
187.mp3,But ideas of how you can solve this problem will actually give you a solution to the problem . 
188.mp3,"After all , personally , until now , I try to go on a diet and manage my health condition more carefully . "
189.mp3,"As well as the knowledge plays also important role in the life , which can be aquired by the understanding the concepts rather than learning the things . "
190.mp3,Most people do n't care about the environment or how consuming cars affect the ozone layer greatly . 
191.mp3,In addition it have a nagatice influence on agriculture . 
192.mp3,Also they have more responsibilities than young person . 
193.mp3,"The professor said , This can be changed to the different environments . "
194.mp3,This casts doubt in the reading passage 's assertion that fluoride prevents dental cavities . 
195.mp3,"I , on the other hand , have no major responsibility other than studying . "
196.mp3,the good student must know how to understand and work hard to get the iede . 
197.mp3,And thie critica use few arguments . 
198.mp3,"Secondly , the information in videos is very delivered in format , it very familiar with students . "
199.mp3,It was a reasonable price . 
200.mp3,"Of course , local businesses that depended on park visitors suffered as a result . "
201.mp3,The heart decease patients shows improvement when they are taking placebo . 
202.mp3,"Besides , young people uaually like new-fasion thing , like ipod or mp 3 , I can see that main part of young peole ca n't live happily without music in their ear and movies at home . "
203.mp3,They are go on do it and do it for better . 
204.mp3,"However , people do n't know there and they do n't know how to do is better or what they ca n't to do . "
205.mp3,Producing vehicles that are more fuel efficint will damage roads and that will cost a lot to repair . 
206.mp3,so measures should be taken to check the fish 's population . 
207.mp3,some said this product is recomended for the most important doctor or something like that . 
208.mp3,This creates people to pier pressure . 
209.mp3,And there are a lot of scientist who just specialize in one specific subject discover important concepts or invent things which make our society more convenience . 
210.mp3,"For example , last monthe , i bought a product for skin , actully i bought the product beacuse the adevrtising got my attention . "
211.mp3,"Newer vehicles are something could fly the sky , then we need't annoy about trafic jams . "
212.mp3,This offers you a lot more possibilities and you can stay at places you like and avoid the ones you do n't like . 
213.mp3,But when we are in possetion of these products are we really living a dream ? 
214.mp3,the sulfur dioxide is generate by several natural processes and several human processes . 
215.mp3,Sulfur dioxide is released into the air with other pollutants . 
216.mp3,One without the other is nothing . 
217.mp3,menhadens are the primary source of protein for the livestocks and poultry . 
218.mp3,"I understand people who think that funny movies are more interesting than the others especially when you watch a movie with friends , because it allows to have fun with them . "
219.mp3,"In fact , old buildings are costly to maintain . "
220.mp3,"While the child spends about five hours or less with his parents , and whenever that child wants to go out he will most probably go out with his friends which are his classmates , so most of his school life will be spent with his classmates , and this will have a great affect on his personality which will determine the way the child will react towards his school and will determine how he will use his life . "
221.mp3,They have a broader spectrum of ideas that they can develop into competences throughout their student life . 
222.mp3,"someone likes music and someone like science , and some one is talent on ballet while someone is not . "
223.mp3,I believe that the number of cars may decrease in twenty years ' time for some reasons . 
224.mp3,"This could help them to develop their thinking power , managing power , and good strategy making power to achieve their goals . "
225.mp3,A perfect example of Real Politik was when Bismarck manipulated the letter written by the king and sent it to the French emperor Napoleon III . 
226.mp3,In this case a tour guide can be helpful to complete the trip in very less time as compared to what one might end up spending if one decides to explore the place himself/herself . 
227.mp3,"What I wanted to say is , that enjoying life cannot be putted into a definition to test out if somebody is enjoying his or her life because it matches this definition . "
228.mp3,"But the owner that posses one car dealer shop offert to him other job , with better conditions and benefits . "
229.mp3,It 's is very obbvious that more cars will be sold there . 
230.mp3,"Also , food chain becomes more stronger that is was before , such as rabbits and hear . "
231.mp3,"For the older , the phone , the only funciton , in some means , is a job , a project , a imper wich master call on him with the related to the jobs . "
232.mp3,"According to me , in order to start the carrier through the success it`s importand to have a solid base , that means knowledge and experience . "
233.mp3,"Therefore , I support the statement that it is more important to understand ideas and concepts than it is to learn facts . "
234.mp3,"Yes that 's right but there are some young people people think about the idealism of his country about their comunities in Indonesia about their friend who ca n't eat , who ca n't go to school . "
235.mp3,The time to take a risk can be compensated with consulting others who are more professional than me in sorting out the issues or solving the risky problems . 
236.mp3,"However , after prescribed burning , the forests can grow up plentiful , and farmers can get works more than before . "
237.mp3,maybe be doing what they already know how to do well is better than to b enneoyed with something sounds news 
238.mp3,"But in general , lies do not last very long . "
239.mp3,Techology has grown so fast because everyone tries to work on an invention due to some ideas he has developed and concepts that have been applied to this idea from different subject areas . 
240.mp3,Hence from the very beginning children form this hesitancy from interaction with other people which time only solidifies . 
241.mp3,He actually changed the way he played in the latter part of his career when he won all those championships . 
242.mp3,We will continue to invent and produce more sofisticated technology based on our own comfort which will decrease our ability to perform physical activities . 
243.mp3,Facts are learned by experinces . 
244.mp3,"In my opinion , if they start one subject , never give up . "
245.mp3,This contradicts the reading passage 's that it has bad influences to economics . 
246.mp3,"The purpose of travel is owning a lot of your time to release mind , is n't it . "
247.mp3,"The bass is not only predetor for menhaden , so if people catch more basses the population of another fishes also will grow up . "
248.mp3,"They are today using this way as a curative measure but with increasing importance of preventive medicine , normal , healthy individuals are also attracted towards not using cars wherever possible . "
249.mp3,"This shows that people are aware of the disadvantages of getting old &raspsquo; among them getting less pleasure from life , and try to delay or disguise it in any possible way . "
250.mp3,"Infact we will need a lot of place were parking all this cars , so we need a lot of project for this incrismt of cars . "
251.mp3,Government use that money in public use and safty . 
252.mp3,"Second , Sphinx is known for Old Kingdom king . "
253.mp3,"Or , "" Is this the right thing to do ? "" "
254.mp3,"I stated to have been interest in math , I spent lot of time to solve math problemes and I got good score at exam , it make have more passion about math . "
255.mp3,Even after school he has to participate in games and other extra curricular activities that are compulsory to attend . 
256.mp3,he has a lot of money and name but no family life . 
257.mp3,"Even though the place I went was Kyoto which is most beautiful city in Japan and they have most valuable and interesting temples , nothing really remein in my mind after the trip because I was just part of the group and following a tour guide without thinking . "
258.mp3,Board knowledge on may subjects is not possiable to acqurie . 
259.mp3,"I also think that the AD is a method to feel happy the people , because you can dream ... "
260.mp3,It is more exciting and memorable . 
261.mp3,The first clue is that there are rocks near the coast which are considered to be made by Chinese explorers . 
262.mp3,"however , his trying still bring him to success "
263.mp3,"Since I was in a group , I should respect the group rule . "
264.mp3,One good way to be always safe and have a good time is to travel with a group and chose a good tour guide . 
265.mp3,"I think that there are not anything I want , what a tired city , why my father and mother want to visit this city ? "
266.mp3,The lecturer against the authour 's insistments following reasons . 
267.mp3,"In addition , once he told me that he will never take risks of doing other works because he 's been working for it for 1 2 years and he is already &raspsquo; fluent &raspsquo; at it . "
268.mp3,"For example , the most famous Thomas Edison was asked a question when he applied for a loan to a bank one more time for his experiments which were failing . "
269.mp3,They behave as though they were just spontaneously praising a product during noring normal conversation . 
270.mp3,To my surprize nothing happened . 
271.mp3,"For example , they do not like to wait much . "
272.mp3,But like the lecturer suggest we could susidise the poor and this policy help to put the right prices to our natural resource and environment . 
273.mp3,There are cars that use gas to power them . 
274.mp3,They can bring that problem to improve for many company that will produce a new product . 
275.mp3,Education is the basis of opportunities and the amount of subjects in which a person has knowledge conditions his or her opportunities in very important aspects of life like work and even helping others . 
276.mp3,It usually makes them to be more postive to do it . 
277.mp3,In both advertisements is said that these tooth pastes will make your teeth briliant and brighter . 
278.mp3,We must trust ourselves 
279.mp3,That seems why people live for . 
280.mp3,Insufficient closet space inefficient heating and decaying plumbing makes life harder to live in old houses . 
281.mp3,"The advertisemnet says that the car has space for 1 0 people when thhe truth is that the car is just 4 people space , another example is an advertisement of a skin soap , they said that this soap is the best because they say your skin wil be as soft as a fifteen years old princess , or that your skin will be as soft as the Jennife Lopez 's skin . "
282.mp3,That means people have something that is specializing in one subject could get more chance of hirring . 
283.mp3,And Chimps can also remember what researchers said and almost perfect reply what researchers said . 
284.mp3,He will conceder him self losing the years that he spent on colecting the money . 
285.mp3,In addition the technology on which these mass transport systems function are based primarily on non-conventional sources of energy . 
286.mp3,"First of all , old houses are not necessarily suited to the needs of mordern residents . "
287.mp3,Of course he has the risk of failing but imagine the fantastic sensation of victory if his second bakery is as much as successful as the first one . 
288.mp3,There are many people that do n't think before take a choose . 
289.mp3,"Third , although the reading passage claims dinosaurs because their bone structure is similar to endothermy , scientist assume that it is not the case . "
290.mp3,"Ten years ago , a family that consists of five members owns at least two cars and it satisfies the transportation . "
291.mp3,For example we can see on the discovery channel in wild life many people are hobbies to learn from the animals . 
292.mp3,Actual market requires more specific knowledge that broad knowledge . 
293.mp3,Only by braking out of your normal life you can discover new perspectives in your job and your private area . 
294.mp3,I sad yes . 
295.mp3,when you be successful you will have a reasons for live . 
296.mp3,And the important is travel without the tour guide . 
297.mp3,Fish firming uses the lots of special products such as fish meal . 
298.mp3,Lawyers are young people . 
299.mp3,Extending the same example as stated above i can tell you during the most worst period of Amitabh Bacchan he was offered to enter into politics to take advantage of his publicity that he had got and he will be paid for it heavily so he was very much in need of financial support Mr. Bacchan had rejected this offer only because he knew that how polititians play with the imotions of common people . 
300.mp3,"and when we want got those energy , we need desport the ground and soil or oceans , because those energy were found in those palce . "
301.mp3,New plant could not grow after the fires . 
302.mp3,Realist people can be more successfull as we can see in history . 
303.mp3,They are not stop at the same . 
304.mp3,"It means , to understand an war development , you should understand the ideas and cultural moviments that resulted in a particular period , and helped for the occuring of that war , for exemple . "
305.mp3,In the commercials they are all good . 
306.mp3,"alternative Reading passege emphesize about alternative to priscibing burning by giving some turm like "" disking "" in this fire clear out dry and dead shrub and stimulate the growth of new plant life . "
307.mp3,"This saved valuable time , one can invest in more important activity . "
308.mp3,"But , even if this student passes the course , he/she will not be a succesfull lawyer in the future about contracts . "
309.mp3,"In other words , the verity of these towns would give some changes that might use to encurge people who are interested in old things . "
310.mp3,"However , there were n't any particles . "
311.mp3,That shows that few animals could sustain and active in this harsh and cold environment . 
312.mp3,"The way I see it is that , the only thing that guides do is limit you , and even more when your in a group . "
313.mp3,The facts were n't as important as the context . 
314.mp3,These ideas and concepts usually contain academic research which are totally reliable and dependent on the facts . 
315.mp3,From this professor agreed some ideas and dis agreed some ideas . 
316.mp3,"But , I went to Juju island more than three times . "
317.mp3,i would have a variety of answers subjective to every person field of interest . 
318.mp3,"The second one is to specialize in one specific subject , one has his own tast in studing , so let us talk about this subject "
319.mp3,"I think that the car , twenty years from now will use electric fuel not gasoline . "
320.mp3,"After this effort , many companies in the world startet actions to get this ecocertify . "
321.mp3,is it right ? 
322.mp3,Any user who has used any toothpaste definelty knows that this can never be true . 
323.mp3,"After the contruction in 1 9 0 8 of the first commercial car the ford T , man -kind has been subdued to the use of the car . "
324.mp3,Everybody loves him and he does the same . 
325.mp3,Successful people had gone through lots of hardship . 
326.mp3,"Younger people are still trying to obtain experince although , olde have it already . "
327.mp3,hence ideas and concepts are more reliable than the facts . 
328.mp3,This has to do with the signs of our nature that we encounter nowadays . 
329.mp3,"For example , drivers might memorize where the speed camera is located . "
330.mp3,"Take toys for example , advertisments that target children in particular are the best example of the way advertisements create a false image of the product . "
331.mp3,"The cars were our answer to the needs to transportation sixty years ago , and they will continue to be twenty more years from now . "
332.mp3,"They need the cars fore many things sathsh as trasportation , inter tanmant and bisnes . "
333.mp3,"Because of the requirement of men going to army , men have to sacrifise their preciouse time of youth . "
334.mp3,If scientist will do something different like if he/she can modify the form of carbohydarte like gelatinized and nongelatinized carbohydrate then incorporated in fish feed then fish may be utilize more than previous then if fish utilize more then chances of growth will be more then it may be appreciated by everyone . 
335.mp3,"While turned out reaults from both experiences are same , the method and the time that brings a result is not same . "
336.mp3,"Because you do not need to be a hero in order to try new things , you just need to want it and know that any result will be a succes in things that you want or in learning . "
337.mp3,They have to consider the negative side of their suggestion . 
338.mp3,In a such situaction there is no other way . 
339.mp3,In the reach family all the components have a cars . 
340.mp3,I held the map and tried to find all the famous points that had marked on it . 
341.mp3,Even the magnitides on Mars are no evidence of life on Mars . 
342.mp3,"For example , When I traveled France and Italy alone , I met a person in NIce who was a famous producer of the song in Taiwan . "
343.mp3,Finding oil and petrol and digging for it is a very expensive procedure . 
344.mp3,I hope those things I learned will help me in the future . 
345.mp3,"for this reasons , the passage said that it is time for state to take measures to reduce the quantity of sulfur dioxide . "
346.mp3,i think there must be many subject better than one subject . 
347.mp3,Also the animal population got better and they recovered really good after the fire . 
348.mp3,It provides much wood to the industries . 
349.mp3,SOME LUCE POINTS INWALL . 
350.mp3,The gas from cars will destroy the environment of the earth and it will heat earth up . 
351.mp3,"in writting we are nearly unable to show the felings of people , but in the action on TV we can understand well than book . "
352.mp3,These kind of fish ca n't live so long in water that contain salt . 
353.mp3,"Every body no that the trueth today is a compitition maket in each and every field we are faceing compitition , for example if you are choosing you carree in software field than you have to master on that subject , than you can easily get a job . "
354.mp3,"Because you share only a single interest , thus making you a loner . "
355.mp3,"In addition , students want to learn the language and they want to use it , so when they understand the concepts and the ideas it will help them to learn the language . "
356.mp3,"In deed , they can be refuced . "
357.mp3,Unfortunately we are individuals and living isolated on the society . 
358.mp3,but if they needs money for these perpose they can do a extra hardwork . 
359.mp3,Learn 
360.mp3,"However , after I learned all sides happening in a company such as marketing , accounting , leadership , financial accounting , and business communication etc. . "
361.mp3,An example that confirms or supports my point is clear in the chinese cars . 
362.mp3,"Furthermore , it is way better to live on knowledge than on guess and common facts that anyone could learn through the medias . "
363.mp3,It is the main resource for the cars to be working . 
364.mp3,"From my personal experience , when I was very busy to find the information , the Internet very useful and fast tool . "
365.mp3,"But then as it has been rightly said by someone "" We are the victims of our own greedy needs "" . "
366.mp3,This is very useful for them . 
367.mp3,But by then we have already bought the product and end up loosing the money . 
368.mp3,and we says that these countries gonna be the next developed countries . 
369.mp3,My 1 0th exam and 1 2th exam is very good . 
370.mp3,if they do thing they go for another untill they know how it woek and what is useful think of it . 
371.mp3,"I am sure that most of the kid knew that this was not the way their parents teached them , because they do not know why was it wrong or why should they do the ways their parents told . "
372.mp3,we can see young people working over countries or working for others with tools like telephones or internet even if they look they spend their time just for themselves by being whole day in their room . 
373.mp3,"Also , most of people prefer to entertain athletics rather than other arts . "
374.mp3,"There fore , he likes to do arisky and strainge things and he enjoy it . "
375.mp3,"But after a few days , I found myself enjoying in it . "
376.mp3,"However , what if they just work for the field which they already know how to do well , they might feel sad and tired . "
377.mp3,I belive to have broad knowledge to specialize in one specific subject have outweigh than to have broad knowledge of many academic subjects . 
378.mp3,In my opinion if someone thinks one is more important than other why not to focuse on one ? 
379.mp3,And people feel more arkward when it comes to their ears that this is something going on as a current event . 
380.mp3,He would never want his business or company to be stagnant . 
381.mp3,"However , I woud prefer traveling by myself with the good prepation filled with joy . "
382.mp3,the carebendiocside is very harm full for the people . 
383.mp3,"and i had listen "" success attract success and money attract money "" "
384.mp3,Also they can go for shopping and buying a new fashionable clothes . 
385.mp3,It 's really a good film . 
386.mp3,After that i studied in more depth to the topics and understood the ideas and concept of the topic . 
387.mp3,When the forest is caught on fire the wood turns into ashes which is pottesium . 
388.mp3,"In my opinion , cars will be took full use of in the twenty years . "
389.mp3,in the fact the matter that alot of acadmic subject can not be used seperatley . 
390.mp3,"According to the lecture , management should plan carefully when hire well-trained people or teach them how to manage the fire in a better way before fire . "
391.mp3,And it is important to have emotions in classes like history or social studies . 
392.mp3,In the oldage the people have leave all the burdens and they are spending their own interested work . 
